Record_ID,Analysis_Date,Drug_Name,Brand_Name,Therapeutic_Class,NDC_Code,Insurance_Plan_Name,Plan_ID,Contract_Year,Current_Formulary_Tier,Previous_Formulary_Tier,Formulary_Change_Date,Days_Since_Formulary_Change,Tier_Change_Direction,Access_Barriers,Prior_Authorization_Required,Step_Therapy_Required,Quantity_Limit_Monthly,Current_Monthly_Prescriptions,Previous_Monthly_Prescriptions,Utilization_Change_Percent,Utilization_Trend,Current_Patient_Copay,Previous_Patient_Copay,Copay_Change_Amount,Plan_Cost_Per_Prescription,Total_Cost_Per_Prescription,Cost_Per_Member_Per_Month,Prior_Auth_Approval_Rate,Average_Prior_Auth_Days,Prescription_Abandonment_Rate,Switch_to_Alternative_Rate,Generic_Substitution_Rate,Adherence_Rate_Post_Change,Member_Appeals_This_Month,Appeals_Approved,Exception_Requests,Exceptions_Granted,Member_Satisfaction_Score,Market_Share_Percent,Competing_Drugs_Same_Class,Price_Relative_to_Competitors,Geographic_Region,State_Code,Urban_Rural_Classification,Primary_Age_Group,Month_Year,Quarter,Fiscal_Year,Formulary_Risk_Score,Access_Disruption_Probability,Cost_Trend_Projection
FIA002139,2022-02-19,Levothyroxine,Synthroid,Thyroid Hormones,96543-890-71,Medicaid Plan X,PLAN_6797,2022,Tier 1,Tier 3,2021-12-21,60,Improved,Quantity Limit,No,No,90.0,576,483,19.4,Increased,8.31,97.86,-89.55,97.17,105.48,60.76,0.0,0,0.066,0.269,0.364,0.847,5,5,7,0,2.7,24.9,3,Similar,Northeast,FL,Suburban,36-50,2022-02,Q1_2022,2021,2.7,0.128,Decreasing
FIA001154,2022-02-24,Levothyroxine,Synthroid,Thyroid Hormones,39256-895-56,Commercial Plan Beta,PLAN_5547,2022,Tier 2,Non-Formulary,2021-08-27,181,Improved,None,No,No,,350,236,48.7,Increased,30.89,748.5,-717.61,75.47,106.36,37.23,0.0,0,0.05,0.083,0.816,0.753,7,9,2,0,4.2,10.6,3,Higher,Northeast,NC,Suburban,66-75,2022-02,Q1_2022,2021,9.7,0.857,Decreasing
FIA002322,2022-02-26,Levothyroxine,Synthroid,Thyroid Hormones,68891-493-20,Commercial Plan Beta,PLAN_5356,2022,Specialty Tier,Tier 3,2021-07-08,233,Worsened,None,No,No,,764,844,-9.5,Decreased,237.41,59.95,177.46,166.92,404.33,308.91,0.0,0,0.133,0.114,0.291,0.506,8,4,7,0,4.1,19.2,4,Lower,Southwest,FL,Rural,18-35,2022-02,Q1_2022,2021,4.1,0.736,Increasing
FIA002004,2022-02-28,Levothyroxine,Synthroid,Thyroid Hormones,89394-712-87,Medicare Part D Plan B,PLAN_3861,2022,Tier 2,Tier 3,2021-03-22,343,Improved,None,No,No,,1070,890,20.3,Increased,40.82,56.05,-15.23,37.91,78.73,84.24,0.0,0,0.056,0.269,0.613,0.5,8,8,13,3,2.7,7.5,2,Lower,Midwest,NC,Urban,66-75,2022-02,Q1_2022,2021,5.2,0.688,Increasing
FIA000096,2022-03-05,Levothyroxine,Synthroid,Thyroid Hormones,80795-371-94,Medicaid Plan X,PLAN_5872,2022,Tier 2,Non-Formulary,2021-06-26,252,Improved,None,No,No,,492,310,58.8,Increased,24.71,260.75,-236.04,187.35,212.06,104.33,0.0,0,0.049,0.133,0.235,0.714,15,2,1,11,2.0,7.6,8,Higher,West,GA,Urban,18-35,2022-03,Q1_2022,2021,1.2,0.171,Stable
FIA001769,2022-03-13,Levothyroxine,Synthroid,Thyroid Hormones,99669-249-78,Medicaid Plan Y,PLAN_6458,2022,Tier 2,Non-Formulary,2021-06-22,264,Improved,None,No,No,,273,226,21.2,Increased,25.63,364.64,-339.01,105.08,130.71,35.68,0.0,0,0.018,0.24,0.549,0.796,3,6,1,4,3.4,17.8,7,Higher,Midwest,NC,Suburban,66-75,2022-03,Q1_2022,2021,8.0,0.362,Stable
FIA002880,2022-03-13,Levothyroxine,Synthroid,Thyroid Hormones,32040-297-46,Commercial Plan Alpha,PLAN_4761,2022,Tier 2,Specialty Tier,2021-11-16,117,Improved,None,No,No,,212,174,22.2,Increased,48.23,194.8,-146.57,180.97,229.2,48.59,0.0,0,0.047,0.108,0.686,0.419,14,10,1,2,4.1,16.6,8,Lower,Northeast,NY,Urban,51-65,2022-03,Q1_2022,2021,2.2,0.193,Stable
FIA001877,2022-03-22,Levothyroxine,Synthroid,Thyroid Hormones,83290-782-84,Medicare Part D Plan B,PLAN_9157,2022,Specialty Tier,Tier 1,2021-08-13,221,Worsened,None,No,No,,57,126,-54.7,Decreased,274.43,16.36,258.07,52.4,326.83,18.63,0.0,0,0.052,0.068,0.816,0.676,14,2,8,4,4.9,19.3,3,Lower,West,GA,Suburban,36-50,2022-03,Q1_2022,2021,2.4,0.835,Stable
FIA001838,2022-03-24,Levothyroxine,Synthroid,Thyroid Hormones,43478-483-98,Medicare Part D Plan A,PLAN_9300,2022,Specialty Tier,Specialty Tier,2021-08-18,218,No Change,None,No,No,,688,763,-9.7,Decreased,294.03,276.11,17.92,110.35,404.38,278.21,0.0,0,0.217,0.319,0.562,0.402,12,8,4,8,3.5,30.7,2,Similar,West,OH,Suburban,36-50,2022-03,Q1_2022,2021,6.3,0.136,Decreasing
FIA002219,2022-03-29,Levothyroxine,Synthroid,Thyroid Hormones,49949-329-35,Tricare Standard,PLAN_5250,2022,Tier 1,Tier 1,2022-01-15,73,No Change,None,No,No,,98,104,-5.5,Decreased,15.55,14.47,1.08,72.46,88.01,8.62,0.0,0,0.057,0.162,0.773,0.786,10,6,1,4,3.2,26.1,2,Lower,Northeast,OH,Urban,75+,2022-03,Q1_2022,2021,2.5,0.314,Stable
FIA000529,2022-04-05,Levothyroxine,Synthroid,Thyroid Hormones,39464-388-10,Tricare Standard,PLAN_9874,2022,Specialty Tier,Specialty Tier,2021-08-02,246,No Change,None,No,No,,745,762,-2.1,Stable,153.73,114.77,38.96,198.83,352.56,262.66,0.0,0,0.26,0.163,0.479,0.85,8,9,15,1,3.6,5.5,8,Higher,Southeast,OH,Suburban,75+,2022-04,Q2_2022,2021,2.8,0.554,Stable
FIA000512,2022-04-06,Levothyroxine,Synthroid,Thyroid Hormones,30687-623-73,Medicaid Plan X,PLAN_3709,2022,Specialty Tier,Tier 3,2021-07-08,272,Worsened,None,No,No,,303,284,6.8,Increased,233.32,91.44,141.88,143.56,376.88,114.19,0.0,0,0.241,0.26,0.496,0.897,4,7,12,15,4.0,6.5,2,Higher,Midwest,NY,Rural,18-35,2022-04,Q2_2022,2021,3.3,0.79,Decreasing
FIA000730,2022-04-10,Levothyroxine,Synthroid,Thyroid Hormones,97016-673-18,Medicaid Plan X,PLAN_1959,2022,Tier 3,Specialty Tier,2021-07-19,265,Improved,None,No,No,,369,379,-2.6,Stable,62.03,190.47,-128.44,67.85,129.88,47.93,0.0,0,0.017,0.099,0.354,0.411,8,3,15,12,3.8,9.8,6,Similar,Midwest,PA,Suburban,66-75,2022-04,Q2_2022,2021,8.0,0.499,Increasing
FIA001314,2022-04-11,Levothyroxine,Synthroid,Thyroid Hormones,58697-526-20,Medicaid Plan X,PLAN_6792,2022,Tier 3,Specialty Tier,2021-10-14,179,Improved,Prior Authorization; Quantity Limit,Yes,No,30.0,628,661,-5.0,Stable,53.72,182.58,-128.86,156.03,209.75,131.72,0.222,6,0.027,0.219,0.537,0.673,11,9,4,8,4.9,20.2,5,Lower,West,NC,Rural,36-50,2022-04,Q2_2022,2021,5.0,0.312,Decreasing
FIA000634,2022-04-17,Levothyroxine,Synthroid,Thyroid Hormones,58564-896-40,Medicaid Plan X,PLAN_1098,2022,Tier 1,Tier 3,2021-06-27,294,Improved,None,No,No,,710,502,41.6,Increased,18.78,76.17,-57.39,86.88,105.66,75.02,0.0,0,0.014,0.171,0.218,0.689,4,7,6,13,4.2,33.7,4,Higher,Southwest,OH,Suburban,18-35,2022-04,Q2_2022,2021,3.8,0.682,Decreasing
FIA001463,2022-04-18,Levothyroxine,Synthroid,Thyroid Hormones,64110-615-68,Medicare Part D Plan A,PLAN_6085,2022,Specialty Tier,Non-Formulary,2021-05-26,327,Improved,None,No,No,,406,445,-8.7,Decreased,182.71,368.03,-185.32,173.36,356.07,144.56,0.0,0,0.268,0.355,0.497,0.608,15,9,11,1,4.5,21.4,8,Similar,Southwest,OH,Urban,66-75,2022-04,Q2_2022,2021,3.0,0.704,Increasing
FIA002573,2022-04-19,Levothyroxine,Synthroid,Thyroid Hormones,60160-176-88,Medicare Part D Plan B,PLAN_6134,2022,Tier 2,Tier 2,2022-01-22,87,No Change,None,No,No,,571,608,-5.9,Decreased,28.42,44.38,-15.96,79.43,107.85,61.58,0.0,0,0.017,0.247,0.449,0.89,13,7,8,12,2.7,29.1,7,Higher,Midwest,IL,Urban,36-50,2022-04,Q2_2022,2021,7.5,0.128,Increasing
FIA002147,2022-04-25,Levothyroxine,Synthroid,Thyroid Hormones,30562-494-13,Commercial Plan Alpha,PLAN_9310,2022,Non-Formulary,Tier 3,2021-10-29,178,Worsened,Non-Formulary Status,No,No,,555,532,4.5,Stable,499.07,84.05,415.02,40.78,539.85,299.62,0.0,0,0.202,0.209,0.646,0.413,14,1,3,0,3.3,13.9,2,Lower,Southeast,FL,Suburban,75+,2022-04,Q2_2022,2021,4.6,0.621,Decreasing
FIA002266,2022-04-26,Levothyroxine,Synthroid,Thyroid Hormones,94385-508-73,Medicare Part D Plan A,PLAN_6618,2022,Tier 1,Specialty Tier,2021-06-30,300,Improved,None,No,No,,248,182,36.3,Increased,7.51,242.34,-234.83,171.76,179.27,44.46,0.0,0,0.039,0.357,0.758,0.895,0,5,1,1,3.6,31.5,2,Lower,West,FL,Suburban,18-35,2022-04,Q2_2022,2021,7.2,0.185,Increasing
FIA000007,2022-05-05,Levothyroxine,Synthroid,Thyroid Hormones,82132-200-16,Medicare Part D Plan A,PLAN_2528,2022,Tier 3,Tier 1,2021-11-29,157,Worsened,Quantity Limit,No,No,30.0,143,243,-41.1,Decreased,59.58,13.04,46.54,176.43,236.01,33.75,0.0,0,0.041,0.108,0.54,0.518,12,0,5,12,2.0,16.7,8,Similar,Midwest,OH,Rural,75+,2022-05,Q2_2022,2021,7.0,0.487,Increasing
FIA000174,2022-05-08,Levothyroxine,Synthroid,Thyroid Hormones,66525-323-88,Medicare Part D Plan B,PLAN_8234,2022,Specialty Tier,Tier 3,2022-03-09,60,Worsened,Prior Authorization,Yes,No,,278,282,-1.2,Stable,151.65,90.64,61.01,121.91,273.56,76.05,0.423,5,0.077,0.086,0.251,0.714,8,7,0,15,2.4,24.2,2,Higher,Southwest,PA,Urban,51-65,2022-05,Q2_2022,2021,9.1,0.575,Decreasing
FIA002311,2022-05-19,Levothyroxine,Synthroid,Thyroid Hormones,24325-730-37,Medicaid Plan Y,PLAN_1512,2022,Tier 1,Non-Formulary,2021-09-05,256,Improved,None,No,No,,822,570,44.2,Increased,15.91,642.46,-626.55,57.29,73.2,60.17,0.0,0,0.027,0.226,0.768,0.604,5,3,7,11,3.5,7.2,2,Higher,Northeast,NY,Suburban,36-50,2022-05,Q2_2022,2021,7.2,0.639,Increasing
FIA001143,2022-05-28,Levothyroxine,Synthroid,Thyroid Hormones,47061-493-69,Commercial Plan Alpha,PLAN_1734,2022,Tier 2,Non-Formulary,2022-03-25,64,Improved,None,No,No,,675,531,27.3,Increased,29.56,385.39,-355.83,39.21,68.77,46.42,0.0,0,0.033,0.289,0.505,0.412,3,5,11,1,4.0,10.5,2,Lower,Midwest,CA,Rural,75+,2022-05,Q2_2022,2021,8.8,0.471,Increasing
FIA000604,2022-06-18,Levothyroxine,Synthroid,Thyroid Hormones,93206-406-62,Medicaid Plan X,PLAN_1702,2022,Tier 3,Tier 3,2022-04-14,65,No Change,Prior Authorization; Quantity Limit,Yes,No,60.0,161,178,-9.3,Decreased,90.85,84.15,6.7,86.91,177.76,28.62,0.262,2,0.072,0.063,0.668,0.701,4,7,6,0,2.8,19.6,3,Similar,Southeast,NC,Urban,51-65,2022-06,Q2_2022,2021,6.7,0.676,Stable
FIA000980,2022-06-19,Levothyroxine,Synthroid,Thyroid Hormones,13139-304-33,Medicare Part D Plan A,PLAN_8555,2022,Specialty Tier,Non-Formulary,2021-12-05,196,Improved,Prior Authorization,Yes,No,,406,373,9.0,Increased,249.22,501.55,-252.33,129.9,379.12,153.92,0.551,6,0.299,0.202,0.791,0.854,4,6,19,1,2.4,15.8,3,Higher,Northeast,FL,Rural,75+,2022-06,Q2_2022,2021,6.9,0.402,Increasing
FIA000099,2022-06-28,Levothyroxine,Synthroid,Thyroid Hormones,64997-215-63,Commercial Plan Alpha,PLAN_3428,2022,Non-Formulary,Specialty Tier,2021-08-20,312,Worsened,Non-Formulary Status,No,No,,616,569,8.3,Increased,395.68,155.24,240.44,118.84,514.52,316.94,0.0,0,0.206,0.248,0.608,0.931,3,1,18,3,4.4,31.0,4,Similar,Midwest,OH,Rural,66-75,2022-06,Q2_2022,2021,6.1,0.473,Increasing
FIA001708,2022-07-04,Levothyroxine,Synthroid,Thyroid Hormones,12851-848-99,Commercial Plan Beta,PLAN_6212,2022,Specialty Tier,Tier 1,2021-07-26,343,Worsened,None,No,No,,160,295,-45.5,Decreased,292.18,10.33,281.85,78.92,371.1,59.38,0.0,0,0.069,0.21,0.549,0.743,3,2,8,1,2.9,12.4,5,Higher,Southeast,OH,Urban,36-50,2022-07,Q3_2022,2021,10.0,0.92,Stable
FIA000546,2022-07-12,Levothyroxine,Synthroid,Thyroid Hormones,38304-168-80,VA Plan,PLAN_3532,2022,Non-Formulary,Non-Formulary,2022-05-21,52,No Change,Non-Formulary Status,No,No,,862,891,-3.2,Stable,625.3,650.25,-24.95,148.89,774.19,667.35,0.0,0,0.241,0.228,0.607,0.895,8,5,9,1,4.0,34.9,3,Lower,Southwest,FL,Urban,18-35,2022-07,Q3_2022,2021,2.6,0.214,Stable
FIA001665,2022-07-15,Levothyroxine,Synthroid,Thyroid Hormones,93530-974-54,Medicare Part D Plan A,PLAN_4001,2022,Tier 2,Specialty Tier,2022-06-06,39,Improved,Quantity Limit,No,No,60.0,537,366,46.7,Increased,33.82,132.37,-98.55,196.46,230.28,123.66,0.0,0,0.013,0.331,0.203,0.919,7,9,14,15,4.2,20.4,2,Lower,Midwest,NC,Suburban,75+,2022-07,Q3_2022,2021,1.9,0.348,Decreasing
FIA001712,2022-07-17,Levothyroxine,Synthroid,Thyroid Hormones,18807-719-48,Tricare Standard,PLAN_2369,2022,Non-Formulary,Specialty Tier,2021-11-16,243,Worsened,Non-Formulary Status; Quantity Limit,No,No,,340,352,-3.3,Stable,566.06,168.66,397.4,163.83,729.89,248.16,0.0,0,0.269,0.292,0.666,0.495,3,0,15,7,2.4,33.5,4,Higher,Southeast,TX,Urban,36-50,2022-07,Q3_2022,2021,8.3,0.807,Increasing
FIA000516,2022-07-19,Levothyroxine,Synthroid,Thyroid Hormones,18563-890-76,Commercial Plan Alpha,PLAN_5238,2022,Tier 3,Tier 1,2022-03-13,128,Worsened,None,No,No,,467,906,-48.4,Decreased,84.85,9.1,75.75,184.96,269.81,126.0,0.0,0,0.044,0.258,0.601,0.701,1,8,17,0,4.6,18.9,6,Lower,Northeast,PA,Urban,66-75,2022-07,Q3_2022,2021,3.4,0.517,Increasing
FIA001135,2022-07-22,Levothyroxine,Synthroid,Thyroid Hormones,73895-494-44,Commercial Plan Alpha,PLAN_9440,2022,Tier 2,Specialty Tier,2021-10-25,270,Improved,None,No,No,,320,253,26.8,Increased,35.7,191.99,-156.29,87.51,123.21,39.43,0.0,0,0.015,0.131,0.629,0.406,11,3,19,11,2.4,25.9,8,Similar,Northeast,NC,Rural,75+,2022-07,Q3_2022,2021,9.8,0.188,Decreasing
FIA002258,2022-07-24,Levothyroxine,Synthroid,Thyroid Hormones,83917-684-34,Commercial Plan Alpha,PLAN_2054,2022,Tier 2,Specialty Tier,2021-08-09,349,Improved,None,No,No,,162,125,30.3,Increased,35.9,134.7,-98.8,147.98,183.88,29.79,0.0,0,0.01,0.252,0.737,0.621,12,3,20,4,3.1,23.0,3,Higher,Southwest,OH,Urban,75+,2022-07,Q3_2022,2021,5.0,0.715,Decreasing
FIA001668,2022-07-27,Levothyroxine,Synthroid,Thyroid Hormones,50725-172-73,Medicare Part D Plan B,PLAN_8049,2022,Tier 3,Tier 2,2021-12-06,233,Worsened,None,No,No,,162,216,-24.7,Decreased,53.4,49.5,3.9,179.41,232.81,37.72,0.0,0,0.036,0.233,0.411,0.701,10,6,20,7,2.8,27.2,3,Similar,Northeast,CA,Urban,18-35,2022-07,Q3_2022,2021,1.2,0.658,Decreasing
FIA000745,2022-07-30,Levothyroxine,Synthroid,Thyroid Hormones,77811-532-24,Medicare Part D Plan B,PLAN_8700,2022,Non-Formulary,Non-Formulary,2021-09-17,316,No Change,Non-Formulary Status,No,No,,753,818,-7.9,Decreased,587.5,322.52,264.98,96.17,683.67,514.8,0.0,0,0.179,0.339,0.47,0.596,6,10,6,5,3.2,19.3,2,Higher,Midwest,CA,Suburban,75+,2022-07,Q3_2022,2021,2.9,0.19,Stable
FIA002997,2022-07-30,Levothyroxine,Synthroid,Thyroid Hormones,87617-887-96,Commercial Plan Alpha,PLAN_4120,2022,Tier 3,Specialty Tier,2022-02-06,174,Improved,Prior Authorization; Quantity Limit,Yes,No,90.0,564,624,-9.6,Decreased,89.87,174.98,-85.11,35.45,125.32,70.68,0.169,1,0.061,0.103,0.494,0.615,3,9,3,11,3.5,16.7,3,Higher,Northeast,NY,Suburban,51-65,2022-07,Q3_2022,2021,7.1,0.988,Increasing
FIA002815,2022-08-07,Levothyroxine,Synthroid,Thyroid Hormones,38112-516-79,Medicaid Plan X,PLAN_1000,2022,Tier 1,Specialty Tier,2021-12-25,225,Improved,None,No,No,,691,536,29.1,Increased,7.2,167.89,-160.69,154.4,161.6,111.67,0.0,0,0.075,0.305,0.758,0.647,5,5,14,5,2.7,7.0,2,Lower,Southwest,FL,Suburban,51-65,2022-08,Q3_2022,2021,2.4,0.963,Increasing
FIA001548,2022-08-12,Levothyroxine,Synthroid,Thyroid Hormones,76431-170-11,Medicare Part D Plan A,PLAN_8978,2022,Tier 3,Tier 1,2022-01-15,209,Worsened,Prior Authorization,Yes,No,,344,586,-41.3,Decreased,94.05,8.42,85.63,136.98,231.03,79.47,0.144,2,0.029,0.251,0.537,0.456,9,5,3,9,3.7,8.0,6,Higher,Midwest,IL,Rural,36-50,2022-08,Q3_2022,2021,5.9,0.857,Stable
FIA002478,2022-08-20,Levothyroxine,Synthroid,Thyroid Hormones,54338-112-37,Medicare Part D Plan A,PLAN_9501,2022,Non-Formulary,Specialty Tier,2022-07-12,39,Worsened,Non-Formulary Status,No,No,,520,551,-5.6,Decreased,407.91,170.95,236.96,191.32,599.23,311.6,0.0,0,0.235,0.122,0.636,0.543,1,0,19,2,4.8,31.0,4,Lower,Southeast,TX,Rural,51-65,2022-08,Q3_2022,2021,2.8,0.987,Increasing
FIA001292,2022-08-27,Levothyroxine,Synthroid,Thyroid Hormones,19102-570-87,Commercial Plan Alpha,PLAN_6306,2022,Tier 3,Tier 2,2021-12-08,262,Worsened,None,No,No,,237,666,-64.4,Decreased,58.37,31.89,26.48,33.16,91.53,21.69,0.0,0,0.075,0.073,0.478,0.75,4,3,17,0,2.2,24.9,2,Lower,Northeast,MI,Rural,75+,2022-08,Q3_2022,2021,9.0,0.091,Decreasing
FIA001621,2022-08-31,Levothyroxine,Synthroid,Thyroid Hormones,59391-463-68,Medicaid Plan X,PLAN_9831,2022,Non-Formulary,Non-Formulary,2022-05-13,110,No Change,Non-Formulary Status,No,No,,980,990,-0.9,Stable,637.22,786.85,-149.63,137.79,775.01,759.51,0.0,0,0.176,0.307,0.46,0.728,14,10,10,14,3.5,19.5,7,Higher,West,CA,Urban,66-75,2022-08,Q3_2022,2021,3.9,0.732,Stable
FIA000557,2022-09-03,Levothyroxine,Synthroid,Thyroid Hormones,92253-810-21,Tricare Standard,PLAN_3694,2022,Tier 1,Non-Formulary,2022-03-03,184,Improved,Quantity Limit,No,No,,1097,910,20.6,Increased,8.4,544.2,-535.8,119.94,128.34,140.79,0.0,0,0.063,0.119,0.339,0.742,11,2,16,12,2.5,26.6,6,Higher,Southeast,MI,Rural,66-75,2022-09,Q3_2022,2021,8.1,0.344,Decreasing
FIA002092,2022-09-04,Levothyroxine,Synthroid,Thyroid Hormones,98395-749-27,Tricare Standard,PLAN_1358,2022,Tier 2,Non-Formulary,2022-01-03,244,Improved,None,No,No,,796,642,24.0,Increased,22.22,254.63,-232.41,157.92,180.14,143.39,0.0,0,0.024,0.066,0.709,0.625,1,8,17,13,2.6,21.7,7,Similar,Northeast,MI,Suburban,36-50,2022-09,Q3_2022,2021,8.8,0.312,Increasing
FIA000429,2022-09-12,Levothyroxine,Synthroid,Thyroid Hormones,76993-681-63,Commercial Plan Beta,PLAN_5353,2022,Non-Formulary,Specialty Tier,2022-08-12,31,Worsened,Non-Formulary Status; Quantity Limit,No,No,,390,360,8.6,Increased,239.93,262.4,-22.47,169.6,409.53,159.72,0.0,0,0.188,0.394,0.64,0.669,3,7,13,12,2.9,9.2,2,Similar,Northeast,CA,Urban,51-65,2022-09,Q3_2022,2021,2.0,0.535,Increasing
FIA001739,2022-09-17,Levothyroxine,Synthroid,Thyroid Hormones,17143-982-32,Medicare Part D Plan B,PLAN_1976,2022,Tier 2,Tier 2,2022-05-26,114,No Change,None,No,No,,345,360,-4.1,Stable,46.15,35.67,10.48,123.84,169.99,58.65,0.0,0,0.023,0.126,0.724,0.408,4,3,6,10,3.6,10.9,8,Lower,Southwest,FL,Suburban,51-65,2022-09,Q3_2022,2021,7.0,0.742,Stable
FIA001761,2022-10-01,Levothyroxine,Synthroid,Thyroid Hormones,15704-601-39,Medicare Part D Plan B,PLAN_1753,2022,Tier 3,Specialty Tier,2022-03-18,197,Improved,Prior Authorization,Yes,No,,517,522,-0.8,Stable,90.32,217.44,-127.12,99.66,189.98,98.22,0.568,1,0.059,0.374,0.842,0.713,15,6,12,1,2.2,9.8,2,Higher,Southeast,OH,Suburban,36-50,2022-10,Q4_2022,2022,3.0,0.167,Increasing
FIA001970,2022-10-08,Levothyroxine,Synthroid,Thyroid Hormones,12658-873-24,Tricare Standard,PLAN_6688,2022,Tier 1,Specialty Tier,2022-05-04,157,Improved,None,No,No,,637,499,27.9,Increased,9.6,168.74,-159.14,197.93,207.53,132.2,0.0,0,0.033,0.391,0.774,0.434,0,1,14,11,3.1,13.8,7,Lower,Midwest,GA,Rural,18-35,2022-10,Q4_2022,2022,3.6,0.151,Stable
FIA000836,2022-10-23,Levothyroxine,Synthroid,Thyroid Hormones,67383-877-40,Medicaid Plan Y,PLAN_3018,2022,Tier 2,Specialty Tier,2022-01-27,269,Improved,None,No,No,,1382,927,49.1,Increased,37.68,275.87,-238.19,44.52,82.2,113.6,0.0,0,0.057,0.096,0.618,0.495,1,6,17,5,2.9,9.9,3,Higher,Southeast,CA,Urban,36-50,2022-10,Q4_2022,2022,6.6,0.929,Stable
FIA002806,2022-10-23,Levothyroxine,Synthroid,Thyroid Hormones,59427-750-62,Commercial Plan Alpha,PLAN_3436,2022,Tier 2,Tier 1,2022-09-16,37,Worsened,None,No,No,,389,355,9.7,Increased,22.53,18.38,4.15,132.42,154.95,60.28,0.0,0,0.039,0.118,0.6,0.751,5,6,13,14,3.1,15.3,6,Lower,Southwest,NY,Rural,51-65,2022-10,Q4_2022,2022,5.3,0.758,Decreasing
FIA000273,2022-10-27,Levothyroxine,Synthroid,Thyroid Hormones,65846-590-17,VA Plan,PLAN_1846,2022,Tier 1,Non-Formulary,2022-06-17,132,Improved,None,No,No,,716,517,38.6,Increased,6.36,230.57,-224.21,67.7,74.06,53.03,0.0,0,0.079,0.157,0.388,0.554,11,6,7,10,4.7,10.5,2,Lower,Midwest,NY,Suburban,66-75,2022-10,Q4_2022,2022,3.5,0.607,Stable
FIA001176,2022-10-30,Levothyroxine,Synthroid,Thyroid Hormones,18871-569-66,Medicaid Plan Y,PLAN_4330,2022,Tier 3,Tier 2,2022-02-13,259,Worsened,None,No,No,,337,495,-31.9,Decreased,75.84,30.37,45.47,114.98,190.82,64.31,0.0,0,0.035,0.254,0.788,0.926,14,2,8,10,3.7,26.5,6,Higher,Southwest,CA,Rural,75+,2022-10,Q4_2022,2022,3.7,0.495,Decreasing
FIA001124,2022-11-05,Levothyroxine,Synthroid,Thyroid Hormones,65919-948-74,VA Plan,PLAN_3281,2022,Specialty Tier,Tier 2,2022-04-22,197,Worsened,Step Therapy,No,Yes,,70,109,-35.4,Decreased,233.55,46.13,187.42,105.31,338.86,23.72,0.0,0,0.145,0.082,0.303,0.807,11,0,16,13,2.5,21.2,6,Similar,Southwest,PA,Rural,36-50,2022-11,Q4_2022,2022,3.7,0.387,Decreasing
FIA000019,2022-11-10,Levothyroxine,Synthroid,Thyroid Hormones,52245-972-41,Medicare Part D Plan B,PLAN_5569,2022,Tier 2,Non-Formulary,2021-11-12,363,Improved,None,No,No,,975,651,49.9,Increased,28.1,684.92,-656.82,130.72,158.82,154.85,0.0,0,0.068,0.359,0.371,0.656,12,5,0,15,4.6,10.5,3,Similar,Midwest,IL,Suburban,75+,2022-11,Q4_2022,2022,7.3,0.276,Increasing
FIA002905,2022-11-14,Levothyroxine,Synthroid,Thyroid Hormones,93514-979-71,Commercial Plan Alpha,PLAN_7846,2022,Tier 3,Tier 1,2022-06-02,165,Worsened,Prior Authorization,Yes,No,,127,271,-52.9,Decreased,52.07,13.73,38.34,40.11,92.18,11.71,0.223,5,0.033,0.363,0.208,0.646,5,1,3,6,4.9,23.8,6,Similar,Northeast,FL,Suburban,18-35,2022-11,Q4_2022,2022,5.7,0.582,Decreasing
FIA002197,2022-12-07,Levothyroxine,Synthroid,Thyroid Hormones,42433-930-13,Tricare Standard,PLAN_5045,2022,Specialty Tier,Tier 1,2022-08-04,125,Worsened,Step Therapy,No,Yes,,338,957,-64.6,Decreased,292.84,13.06,279.78,195.27,488.11,164.98,0.0,0,0.065,0.165,0.395,0.426,15,9,14,8,2.2,30.8,5,Similar,West,IL,Suburban,51-65,2022-12,Q4_2022,2022,3.3,0.756,Decreasing
FIA000685,2022-12-09,Levothyroxine,Synthroid,Thyroid Hormones,56770-749-61,Medicaid Plan X,PLAN_7744,2022,Specialty Tier,Specialty Tier,2022-08-31,100,No Change,None,No,No,,1043,962,8.5,Increased,174.25,285.2,-110.95,116.42,290.67,303.17,0.0,0,0.098,0.305,0.398,0.646,10,9,15,6,2.3,32.8,6,Higher,West,GA,Rural,75+,2022-12,Q4_2022,2022,8.5,0.708,Decreasing
FIA000830,2022-12-18,Levothyroxine,Synthroid,Thyroid Hormones,89099-337-35,Medicaid Plan Y,PLAN_9933,2022,Tier 1,Tier 2,2022-08-21,119,Improved,None,No,No,,790,874,-9.5,Decreased,6.7,37.14,-30.44,31.78,38.48,30.4,0.0,0,0.029,0.131,0.552,0.564,2,0,13,11,3.3,31.6,4,Lower,Southwest,PA,Suburban,51-65,2022-12,Q4_2022,2022,4.4,0.218,Decreasing
FIA001629,2022-12-21,Levothyroxine,Synthroid,Thyroid Hormones,89387-197-59,Commercial Plan Beta,PLAN_4917,2022,Tier 3,Tier 2,2022-03-02,294,Worsened,None,No,No,,54,126,-56.6,Decreased,63.26,34.16,29.1,38.28,101.54,5.48,0.0,0,0.011,0.248,0.714,0.483,7,6,4,10,3.7,11.6,8,Higher,Southwest,IL,Suburban,18-35,2022-12,Q4_2022,2022,2.0,0.694,Decreasing
